# NAME : 3c120_multi_v1_spec-rest
1.000000000000000000e+02 1.821725336127678645e+02
1.003488614626883901e+02 1.821065155224265197e+02
1.006989399685782587e+02 1.820402671204095952e+02
1.010502397634643472e+02 1.819737876032484110e+02
1.014027651079532859e+02 1.819070761646712242e+02
1.017565202775153637e+02 1.818401319955936515e+02
1.021115095625362983e+02 1.817729542841086641e+02
1.024677372683693619e+02 1.817055422154767825e+02
1.028252077153874779e+02 1.816378949721162428e+02
1.031839252390357586e+02 1.815700117335930486e+02
1.035438941898839431e+02 1.815018916766110237e+02
1.039051189336792902e+02 1.814335339750018363e+02
1.042676038513994285e+02 1.813649377997149372e+02
1.046313533393055479e+02 1.812961023188075842e+02
1.049963718089957041e+02 1.812270266974346953e+02
1.053626636874583085e+02 1.811577100978387307e+02
1.057302334171258167e+02 1.810881516793395178e+02
1.060990854559286447e+02 1.810183505983241048e+02
1.064692242773491984e+02 1.809483060082365000e+02
1.068406543704761305e+02 1.808780170595673837e+02
1.072133802400588252e+02 1.808074828998438193e+02
1.075874064065619535e+02 1.807367026736189359e+02
1.079627374062203842e+02 1.806656755224615836e+02
1.083393777910941367e+02 1.805944005849457881e+02
1.087173321291236476e+02 1.805228769966404343e+02
1.090966050041850934e+02 1.804511038900987501e+02
1.094772010161460685e+02 1.803790803948477617e+02
1.098591247809212916e+02 1.803068056373777779e+02
1.102423809305286824e+02 1.802342787411317317e+02
1.106269741131454225e+02 1.801614988264945794e+02
1.110129089931644444e+02 1.800884650107826985e+02
1.114001902512509190e+02 1.800151764082330601e+02
1.117888225843990853e+02 1.799416321299925983e+02
1.121788107059891360e+02 1.798678312841073250e+02
1.125701593458444876e+02 1.797937729755116152e+02
1.129628732502890500e+02 1.797194563060173209e+02
1.133569571822048374e+02 1.796448803743027725e+02
1.137524159210897210e+02 1.795700442759020632e+02
1.141492542631154095e+02 1.794949471031938515e+02
1.145474770211855997e+02 1.794195879453904752e+02
1.149470890249943409e+02 1.793439658885269239e+02
1.153480951210846683e+02 1.792680800154496978e+02
1.157505001729072660e+02 1.791919294058056664e+02
1.161543090608794842e+02 1.791155131360309838e+02
1.165595266824449681e+02 1.790388302793398339e+02
1.169661579521318799e+02 1.789618799057132037e+02
1.173742078016141051e+02 1.788846610818876002e+02
1.177836811797697152e+02 1.788071728713437381e+02
1.181945830527416916e+02 1.787294143342951429e+02
1.186069184039979234e+02 1.786513845276768109e+02
1.190206922343917313e+02 1.785730825051338115e+02
1.194359095622224629e+02 1.784945073170096634e+02
1.198525754232964147e+02 1.784156580103348801e+02
1.202706948709878247e+02 1.783365336288155163e+02
1.206902729763002355e+02 1.782571332128214578e+02
1.211113148279279699e+02 1.781774557993747976e+02
1.215338255323178061e+02 1.780975004221381255e+02
1.219578102137310083e+02 1.780172661114029324e+02
1.223832740143053428e+02 1.779367518940777302e+02
1.228102220941175915e+02 1.778559567936763131e+02
1.232386596312459801e+02 1.777748798303058493e+02
1.236685918218331039e+02 1.776935200206550576e+02
1.241000238801488820e+02 1.776118763779822700e+02
1.245329610386538093e+02 1.775299479121034665e+02
1.249674085480624086e+02 1.774477336293802523e+02
1.254033716774069518e+02 1.773652325327077790e+02
1.258408557141013091e+02 1.772824436215027220e+02
1.262798659640050971e+02 1.771993658916911158e+02
1.267204077514880680e+02 1.771159983356960765e+02
1.271624864194945843e+02 1.770323399424258071e+02
1.276061073296085624e+02 1.769483896972611205e+02
1.280512758621183309e+02 1.768641465820432188e+02
1.284979974160820575e+02 1.767796095750613574e+02
1.289462774093931046e+02 1.766947776510403969e+02
1.293961212788457260e+02 1.766096497811284962e+02
1.298475344802011477e+02 1.765242249328844650e+02
1.303005224882535913e+02 1.764385020702653719e+02
1.307550907968967238e+02 1.763524801536138398e+02
1.312112449191902783e+02 1.762661581396456825e+02
1.316689903874270158e+02 1.761795349814369445e+02
1.321283327531996292e+02 1.760926096284114806e+02
1.325892775874682172e+02 1.760053810263279956e+02
1.330518304806278138e+02 1.759178481172673969e+02
1.335159970425762026e+02 1.758300098396199189e+02
1.339817829027819300e+02 1.757418651280722202e+02
1.344491937103525458e+02 1.756534129135945363e+02
1.349182351341032131e+02 1.755646521234276634e+02
1.353889128626254035e+02 1.754755816810699116e+02
1.358612326043558767e+02 1.753862005062641458e+02
1.363352000876458874e+02 1.752965075149845688e+02
1.368108210608307900e+02 1.752065016194236762e+02
1.372881012922995865e+02 1.751161817279790398e+02
1.377670465705650145e+02 1.750255467452400069e+02
1.382476627043336919e+02 1.749345955719744836e+02
1.387299555225765175e+02 1.748433271051155771e+02
1.392139308745995265e+02 1.747517402377482085e+02
1.396995946301146603e+02 1.746598338590956985e+02
1.401869526793110197e+02 1.745676068545063231e+02
1.406760109329263457e+02 1.744750581054397571e+02
1.411667753223186139e+02 1.743821864894534883e+02
1.416592517995380831e+02 1.742889908801892886e+02
1.421534463373993731e+02 1.741954701473594298e+02
1.426493649295539967e+02 1.741016231567330976e+02
1.431470135905629206e+02 1.740074487701225792e+02
1.436463983559696942e+02 1.739129458453694497e+02
1.441475252823735218e+02 1.738181132363307597e+02
1.446504004475027045e+02 1.737229497928650517e+02
1.451550299502884798e+02 1.736274543608185468e+02
1.456614199109388323e+02 1.735316257820109911e+02
1.461695764710127889e+02 1.734354628942217289e+02
1.466795057934949966e+02 1.733389645311755771e+02
1.471912140628702730e+02 1.732421295225286144e+02
1.477047074851987816e+02 1.731449566938541125e+02
1.482199922881912642e+02 1.730474448666281546e+02
1.487370747212844435e+02 1.729495928582154249e+02
1.492559610557170515e+02 1.728513994818548838e+02
1.497766575846056298e+02 1.727528635466453295e+02
1.502991706230210411e+02 1.726539838575309034e+02
1.508235065080650372e+02 1.725547592152867367e+02
1.513496715989469976e+02 1.724551884165043134e+02
1.518776722770611514e+02 1.723552702535768049e+02
1.524075149460639693e+02 1.722550035146846596e+02
1.529392060319518123e+02 1.721543869837805971e+02
1.534727519831388918e+02 1.720534194405751123e+02
1.540081592705354012e+02 1.719520996605215828e+02
1.545454343876260452e+02 1.718504264148013476e+02
1.550845838505486824e+02 1.717483984703089845e+02
1.556256141981740484e+02 1.716460145896370193e+02
1.561685319921834321e+02 1.715432735310614589e+02
1.567133438171505020e+02 1.714401740485261314e+02
1.572600562806187270e+02 1.713367148916280485e+02
1.578086760131838560e+02 1.712328948056018874e+02
1.583592096685726460e+02 1.711287125313050694e+02
1.589116639237241770e+02 1.710241668052022703e+02
1.594660454788709387e+02 1.709192563593502143e+02
1.600223610576198610e+02 1.708139799213822414e+02
1.605806174070339694e+02 1.707083362144929026e+02
1.611408212977141829e+02 1.706023239574224704e+02
1.617029795238814529e+02 1.704959418644413915e+02
1.622670989034591855e+02 1.703891886453347126e+02
1.628331862781557788e+02 1.702820630053863908e+02
1.634012485135478698e+02 1.701745636453636337e+02
1.639712924991633258e+02 1.700666892615010966e+02
